"Gene.name" "Chromosome.scaffold.name" "Gene.start..bp." "Gene.end..bp." "p_values" "p_values_BH" "p_values_bf"
"ENSG00000019485" "PRDM11" 11 45095806 45235110 0.438292868245291 1 1
"ENSG00000019505" "SYT13" 11 45240302 45286341 0.00633426334825485 0.0449884604308104 1
"ENSG00000019549" "SNAI2" 8 48917598 48921740 2.39841944498723e-06 4.52474317538642e-05 0.0447497100045717
"ENSG00000019582" "CD74" 5 150401637 150412969 0.00206915835499892 0.0171736461688478 1
"ENSG00000019991" "HGF" 7 81699010 81770438 0.1769099671283 0.719125526509765 1
"ENSG00000019995" "ZRANB1" 10 124942123 124988189 1 1 1
"ENSG00000020129" "NCDN" 1 35557473 35567274 1 1 1
"ENSG00000020181" "ADGRA2" 8 37784191 37844896 0.247154014493675 0.939376574133833 1
"ENSG00000020256" "ZFP64" 20 52051663 52204308 1 1 1
"ENSG00000020426" "MNAT1" 14 60734742 60969965 1 1 1
"ENSG00000020577" "SAMD4A" 14 54566117 54793315 0.00254605731826391 0.020555749651306 1
"ENSG00000020633" "RUNX3" 1 24899511 24965121 0.0127456500980579 0.0810802385030907 1
"ENSG00000020922" "MRE11" 11 94415570 94493885 1 1 1
"ENSG00000021300" "PLEKHB1" 11 73646178 73662819 0.211109475085587 0.825761129171256 1
"ENSG00000021355" "SERPINB1" 6 2832332 2841959 1 1 1
"ENSG00000021461" "CYP3A43" 7 99828013 99866093 6.83760232793219e-05 0.000852780643279136 1
"ENSG00000021488" "SLC7A9" 19 32830509 32869767 1 1 1
"ENSG00000021574" "SPAST" 2 32063556 32157637 1 1 1
"ENSG00000021645" "NRXN3" 14 78170373 79868291 0.000807460599816882 0.00748787269949473 1
"ENSG00000021762" "OSBPL5" 11 3087107 3166739 0.0138523386864775 0.0870811776321753 1
"ENSG00000021776" "AQR" 15 34851782 34969742 1 1 1
"ENSG00000021826" "CPS1" 2 210477682 210679107 0.469114547372251 1 1
"ENSG00000021852" "C8B" 1 56929207 56974383 1 1 1
"ENSG00000022277" "RTF2" 20 56468585 56519449 1 1 1
"ENSG00000022355" "GABRA1" 5 161847063 161899981 0.00281287347270008 0.022295069351588 1
"ENSG00000022556" "NLRP2" 19 54953130 55001142 0.548168000828164 1 1
"ENSG00000022567" "SLC45A4" 8 141207166 141308305 1 1 1
"ENSG00000022840" "RNF10" 12 120533480 120577588 1 1 1
"ENSG00000022976" "ZNF839" 14 102317377 102342702 1 1 1
"ENSG00000023041" "ZDHHC6" 10 112424428 112447572 1 1 1
"ENSG00000023171" "GRAMD1B" 11 123358428 123627774 0.0135470880965406 0.0854501587914992 1
"ENSG00000023191" "RNH1" 11 494512 507300 1 1 1
"ENSG00000023228" "NDUFS1" 2 206114817 206159509 1 1 1
"ENSG00000023287" "RB1CC1" 8 52622458 52745843 1 1 1
"ENSG00000023318" "ERP44" 9 99979185 100099052 1 1 1
"ENSG00000023330" "ALAS1" 3 52198086 52214327 1 1 1
"ENSG00000023445" "BIRC3" 11 102317484 102339403 0.00280130421859001 0.0222411634512564 1
"ENSG00000023516" "AKAP11" 13 42272152 42323261 1 1 1
"ENSG00000023572" "GLRX2" 1 193090866 193106114 1 1 1
"ENSG00000023608" "SNAPC1" 14 61762420 61796428 1 1 1
"ENSG00000023697" "DERA" 12 15911302 16037381 1 1 1
"ENSG00000023734" "STRAP" 12 15882387 15903478 1 1 1
"ENSG00000023839" "ABCC2" 10 99782640 99852594 1 1 1
"ENSG00000023892" "DEF6" 6 35297818 35321771 1 1 1
"ENSG00000023902" "PLEKHO1" 1 150149183 150164720 0.383955424597762 1 1
"ENSG00000023909" "GCLM" 1 93885199 93909456 1 1 1
"ENSG00000024048" "UBR2" 6 42564029 42693505 1 1 1
"ENSG00000024422" "EHD2" 19 47713422 47743134 0.307574213916127 1 1
"ENSG00000024526" "DEPDC1" 1 68474152 68497221 3.61140899370463e-07 8.39124147005492e-06 0.0067381669004541
"ENSG00000024862" "CCDC28A" 6 138773769 138793319 1 1 1
"ENSG00000025039" "RRAGD" 6 89364616 89412273 0.365684806574615 1 1
"ENSG00000025156" "HSF2" 6 122399551 122433119 1 1 1
"ENSG00000025293" "PHF20" 20 35771974 35950370 1 1 1
"ENSG00000025423" "HSD17B6" 12 56752161 56787790 6.42034641278898e-07 1.40930380435079e-05 0.0119790823369817
"ENSG00000025434" "NR1H3" 11 47248300 47269033 0.000612988554525318 0.00593520521553367 1
"ENSG00000025708" "TYMP" 22 50525752 50530032 0.238382839346148 0.911984214992911 1
"ENSG00000025770" "NCAPH2" 22 50508224 50524780 1 1 1
"ENSG00000025772" "TOMM34" 20 44942130 44960397 1 1 1
"ENSG00000025796" "SEC63" 6 107867756 107958208 1 1 1
"ENSG00000025800" "KPNA6" 1 32108056 32176563 1 1 1
"ENSG00000026025" "VIM" 10 17228241 17237593 0.372205743429278 1 1
"ENSG00000026103" "FAS" 10 88953813 89029605 4.19207910288303e-06 7.37189556094171e-05 0.0782158119015916
"ENSG00000026297" "RNASET2" 6 166922113 166957191 0.166279884032448 0.684617662526644 1
"ENSG00000026508" "CD44" 11 35138882 35232402 0.00600802571887124 0.0430152509066384 1
"ENSG00000026559" "KCNG1" 20 51003656 51023107 1.6990852242409e-18 1.17413081903284e-15 3.17015321138867e-14
"ENSG00000026652" "AGPAT4" 6 161129967 161274061 2.33934454908902e-09 9.63520763728543e-08 4.3647490596903e-05
"ENSG00000026751" "SLAMF7" 1 160739057 160754821 1 1 1
"ENSG00000026950" "BTN3A1" 6 26402237 26415208 1 1 1
"ENSG00000027001" "MIPEP" 13 23730189 23889400 1 1 1
"ENSG00000027075" "PRKCH" 14 61187559 61550980 0.0542703656035571 0.273447605031372 1
"ENSG00000027644" "INSRR" 1 156840063 156859117 5.57111110915243e-05 0.000717362257243382 1
"ENSG00000027697" "IFNGR1" 6 137197483 137219449 0.411605150820802 1 1
"ENSG00000027847" "B4GALT7" 5 177600132 177610330 1 1 1
"ENSG00000027869" "SH2D2A" 1 156806240 156816848 3.79882030905747e-08 1.12684243762153e-06 0.000708783893263943
"ENSG00000028116" "VRK2" 2 57907629 58159920 1 1 1
"ENSG00000028137" "TNFRSF1B" 1 12166991 12209228 0.326420058089532 1 1
"ENSG00000028203" "VEZT" 12 95217746 95302799 1 1 1
"ENSG00000028277" "POU2F2" 19 42086110 42196585 1 1 1
"ENSG00000028310" "BRD9" 5 850291 892801 1 1 1
"ENSG00000028528" "SNX1" 15 64094123 64146090 1 1 1
"ENSG00000028839" "TBPL1" 6 133952170 133990432 1 1 1
"ENSG00000029153" "BMAL2" 12 27332836 27425289 0.018816057965256 0.113029623153814 1
"ENSG00000029363" "BCLAF1" 6 136256627 136289851 1 1 1
"ENSG00000029364" "SLC39A9" 14 69398015 69462390 1 1 1
"ENSG00000029534" "ANK1" 8 41653220 41896741 0.907971397180772 1 1
"ENSG00000029559" "IBSP" 4 87799554 87812435 0.262585723695075 0.985581257835991 1
"ENSG00000029639" "TFB1M" 6 155256134 155314493 1 1 1
"ENSG00000029725" "RABEP1" 17 5282265 5386340 1 1 1
"ENSG00000030066" "NUP160" 11 47778087 47848555 1 1 1
"ENSG00000030110" "BAK1" 6 33572547 33580293 1 1 1
"ENSG00000030304" "MUSK" 9 110668779 110806558 0.541679829346007 1 1
"ENSG00000030419" "IKZF2" 2 212999691 213152427 0.136288863125546 0.581229167587759 1
"ENSG00000030582" "GRN" 17 44345246 44353106 1 1 1
"ENSG00000031003" "FAM13B" 5 137937960 138051961 1 1 1
"ENSG00000031081" "ARHGAP31" 3 119294383 119420714 0.153253457683107 0.64083438221681 1
"ENSG00000031691" "CENPQ" 6 49463370 49493107 0.00153978459302204 0.0132760170686716 1
"ENSG00000031698" "SARS1" 1 109213918 109238182 1 1 1
"ENSG00000031823" "RANBP3" 19 5916139 5978142 1 1 1
"ENSG00000032219" "ARID4A" 14 58298504 58373887 1 1 1
"ENSG00000032389" "EIPR1" 2 3188925 3377830 1 1 1
"ENSG00000032444" "PNPLA6" 19 7534004 7561764 1 1 1
"ENSG00000032742" "IFT88" 13 20567138 20691444 1 1 1
"ENSG00000033011" "ALG1" 16 5033702 5087379 1 1 1
"ENSG00000033030" "ZCCHC8" 12 122471600 122500932 1 1 1
"ENSG00000033050" "ABCF2" 7 151211484 151227205 1 1 1
"ENSG00000033100" "CHPF2" 7 151232483 151240979 1 1 1
"ENSG00000033122" "LRRC7" 1 69567922 70151945 0.0105057019877358 0.0689466717155029 1
"ENSG00000033170" "FUT8" 14 65410592 65744121 0.847937440933187 1 1
"ENSG00000033178" "UBA6" 4 67612652 67701155 1 1 1
"ENSG00000033327" "GAB2" 11 78215293 78418348 3.80691875294947e-10 1.889082183312e-08 7.10294900925312e-06
"ENSG00000033627" "ATP6V0A1" 17 42458844 42522582 1 1 1
"ENSG00000033800" "PIAS1" 15 68054309 68198603 1 1 1
"ENSG00000033867" "SLC4A7" 3 27372723 27484420 4.62523469378051e-06 8.02022573573947e-05 0.0862976289165567
"ENSG00000034053" "APBA2" 15 28884483 29118315 0.000487775179149847 0.00485381828937485 1
"ENSG00000034152" "MAP2K3" 17 21284672 21315232 1 1 1
"ENSG00000034239" "CLXN" 8 48710789 48735311 1 1 1
"ENSG00000034510" "TMSB10" 2 84905656 84906671 1 1 1
"ENSG00000034533" "ASTE1" 3 131013875 131027649 1 1 1
"ENSG00000034677" "RNF19A" 8 100257060 100336218 1 1 1
"ENSG00000034693" "PEX3" 6 143450805 143490616 1 1 1
"ENSG00000034713" "GABARAPL2" 16 75566375 75577881 1 1 1
"ENSG00000034971" "MYOC" 1 171635417 171652688 1 1 1
"ENSG00000035115" "SH3YL1" 2 217730 266398 1 1 1
"ENSG00000035141" "FAM136A" 2 70295976 70302067 1 1 1
"ENSG00000035403" "VCL" 10 73995193 74121363 0.00140420522844882 0.0122199912091409 1
"ENSG00000035499" "DEPDC1B" 5 60596912 60700190 0.000255555548612339 0.00274821638386687 1
"ENSG00000035664" "DAPK2" 15 63907036 64072033 6.19513828267954e-05 0.000786854255127535 1
"ENSG00000035681" "NSMAF" 8 58583504 58659853 0.0305700532326814 0.169275152578562 1
"ENSG00000035687" "ADSS2" 1 244408494 244451909 1 1 1
"ENSG00000035720" "STAP1" 4 67558727 67607337 3.3571702941504e-11 2.26949577348761e-09 6.26380833482581e-07
"ENSG00000035862" "TIMP2" 17 78852977 78925387 0.0589577502828537 0.293185955431099 1
"ENSG00000035928" "RFC1" 4 39287456 39366375 1 1 1
"ENSG00000036054" "TBC1D23" 3 100260992 100325251 1 1 1
"ENSG00000036257" "CUL3" 2 224470150 224585397 1 1 1
"ENSG00000036448" "MYOM2" 8 2045046 2165552 3.88414246541111e-13 4.50126274035034e-11 7.24703301196405e-09
"ENSG00000036530" "CYP46A1" 14 99684298 99727301 0.00598369821511065 0.0429069336270309 1
"ENSG00000036549" "ZZZ3" 1 77562416 77683419 1 1 1
"ENSG00000036565" "SLC18A1" 8 20144855 20183206 1 1 1
"ENSG00000036672" "USP2" 11 119355215 119381711 4.29290490633318e-06 7.52084692416568e-05 0.0800970197423645
"ENSG00000036828" "CASR" 3 122183668 122291629 1 1 1
"ENSG00000037042" "TUBG2" 17 42659284 42667006 1 1 1
"ENSG00000037241" "RPL26L1" 5 172958729 172969771 1 1 1
"ENSG00000037280" "FLT4" 5 180601506 180649624 0.0293039703788405 0.163356283038066 1
"ENSG00000037474" "NSUN2" 5 6599239 6633291 1 1 1
"ENSG00000037637" "FBXO42" 1 16246840 16352480 1 1 1
"ENSG00000037749" "MFAP3" 5 154038959 154220478 1 1 1
"ENSG00000037757" "MRI1" 19 13764522 13774282 1 1 1
"ENSG00000037897" "METTL1" 12 57768471 57772119 1 1 1
"ENSG00000037965" "HOXC8" 12 54008985 54012769 1 1 1
"ENSG00000038002" "AGA" 4 177430774 177442437 1 1 1
"ENSG00000038210" "PI4K2B" 4 25160663 25279204 1 1 1
"ENSG00000038219" "BOD1L1" 4 13568738 13627725 1 1 1
"ENSG00000038274" "MAT2B" 5 163503114 163519558 1 1 1
"ENSG00000038295" "TLL1" 4 165873237 166104457 1 1 1
"ENSG00000038358" "EDC4" 16 67873052 67884499 1 1 1
"ENSG00000038382" "TRIO" 5 14143342 14532128 0.00407873087293217 0.0306735028726999 1
"ENSG00000038427" "VCAN" 5 83471618 83582303 0.00500567806037541 0.0366546080260928 1
"ENSG00000038532" "CLEC16A" 16 10944539 11182186 1 1 1
"ENSG00000038945" "MSR1" 8 16107878 16567490 0.118136059761467 0.518021763344171 1
"ENSG00000039068" "CDH1" 16 68737292 68835537 0.629190093673281 1 1
"ENSG00000039123" "MTREX" 5 55307989 55425579 1 1 1
"ENSG00000039139" "DNAH5" 5 13690328 14011818 5.25741845803534e-15 1.06622732163069e-12 9.80929135900233e-11
"ENSG00000039319" "ZFYVE16" 5 80408013 80483379 1 1 1
"ENSG00000039523" "RIPOR1" 16 67518418 67546788 0.0427365844560061 0.224613857121172 1
"ENSG00000039537" "C6" 5 41142116 41261438 0.0167633824881745 0.102313114316113 1
"ENSG00000039560" "RAI14" 5 34656328 34832612 2.70847486479871e-08 8.4932309289772e-07 0.000505347240274144
"ENSG00000039600" "SOX30" 5 157625679 157671480 1.45064983377836e-07 3.69252723037335e-06 0.00270662245986366
"ENSG00000039650" "PNKP" 19 49859882 49878351 1 1 1
"ENSG00000039987" "BEST2" 19 12751702 12758458 1 1 1
"ENSG00000040199" "PHLPP2" 16 71637835 71724701 0.401759541522749 1 1
"ENSG00000040275" "SPDL1" 5 169583636 169604778 1 1 1
"ENSG00000040341" "STAU2" 8 73420369 73747708 1 1 1
"ENSG00000040487" "SLC66A1" 1 19312326 19329300 1 1 1
"ENSG00000040531" "CTNS" 17 3636459 3663103 1 1 1
"ENSG00000040608" "RTN4R" 22 20241415 20283246 0.010768491638513 0.0703003908297325 1
"ENSG00000040633" "PHF23" 17 7235029 7239722 1 1 1
"ENSG00000040731" "CDH10" 5 24487100 24644978 0.665468714991133 1 1
"ENSG00000040933" "INPP4A" 2 98444854 98594392 1 1 1
"ENSG00000041353" "RAB27B" 18 54717860 54895516 0.0928852186461618 0.426650026957185 1
"ENSG00000041357" "PSMA4" 15 78540405 78552417 1 1 1
"ENSG00000041515" "MYO16" 13 108596152 109208005 2.49752614253121e-09 1.02190444665236e-07 4.65988427673474e-05
"ENSG00000041802" "LSG1" 3 194640791 194672463 1 1 1
"ENSG00000041880" "PARP3" 3 51942345 51948867 1 1 1
"ENSG00000041982" "TNC" 9 115019575 115118207 0.00571320113484466 0.0411571068625219 1
"ENSG00000041988" "THAP3" 1 6624868 6635586 1 1 1
"ENSG00000042062" "RIPOR3" 20 50586108 50691542 0.029135775812372 0.162710357709439 1
"ENSG00000042088" "TDP1" 14 89954939 90044764 1 1 1
"ENSG00000042286" "AIFM2" 10 70098223 70132934 1 1 1
"ENSG00000042317" "SPATA7" 14 88384924 88470350 1 1 1
"ENSG00000042429" "MED17" 11 93784227 93814963 1 1 1
"ENSG00000042445" "RETSAT" 2 85341955 85354531 1 1 1
"ENSG00000042493" "CAPG" 2 85394753 85418432 0.943281060273603 1 1
"ENSG00000042753" "AP2S1" 19 46838136 46850846 1 1 1
"ENSG00000042781" "USH2A" 1 215622891 216423448 2.76783473994917e-09 1.12022257219027e-07 5.16422605779716e-05
"ENSG00000042813" "ZPBP" 7 49850421 50121329 4.78750870941643e-05 0.000625089835551376 0.893253375002917
"ENSG00000042832" "TG" 8 132866958 133134903 2.8301711912753e-06 5.23343251603713e-05 0.0528053340868146
"ENSG00000042980" "ADAM28" 8 24294069 24359014 0.433120936679577 1 1
"ENSG00000043039" "BARX2" 11 129375848 129452279 0.287478994360267 1 1
"ENSG00000043093" "DCUN1D1" 3 182938074 182985953 1 1 1
"ENSG00000043143" "JADE2" 5 134524312 134583230 0.0664949580719433 0.323594921154491 1
"ENSG00000043355" "ZIC2" 13 99981784 99986765 1 1 1
"ENSG00000043462" "LCP2" 5 170246233 170297815 1.45701432065771e-05 0.00022012124044398 0.271849731948315
"ENSG00000043514" "TRIT1" 1 39838110 39883511 1 1 1
"ENSG00000043591" "ADRB1" 10 114043866 114046904 0.0131368795444848 0.0832850487736993 1
"ENSG00000044012" "GUCA2B" 1 42153410 42155820 1 1 1
"ENSG00000044090" "CUL7" 6 43037617 43053943 1 1 1
"ENSG00000044115" "CTNNA1" 5 138610967 138935034 1 1 1
"ENSG00000044459" "CNTLN" 9 17134982 17503923 0.0326289870495369 0.178898513185501 1
"ENSG00000044524" "EPHA3" 3 89107621 89482134 1.25821333210706e-15 3.04879796759136e-13 2.34757443504535e-11
"ENSG00000044574" "HSPA5" 9 125234853 125241382 1 1 1
"ENSG00000046604" "DSG2" 18 31497624 31551351 9.29461649596045e-12 7.28651069670714e-10 1.7341895458163e-07
"ENSG00000046889" "PREX2" 8 67952046 68237032 0.173792732381951 0.709390680547461 1
"ENSG00000047056" "WDR37" 10 1049538 1160991 1 1 1
"ENSG00000047188" "YTHDC2" 5 113513694 113595285 1 1 1
"ENSG00000047249" "ATP6V1H" 8 53715543 53843558 1 1 1
"ENSG00000047315" "POLR2B" 4 56977722 57031158 1 1 1
"ENSG00000047346" "ATOSA" 15 52581317 52709817 1 1 1
"ENSG00000047365" "ARAP2" 4 35948221 36244514 2.60244198819377e-05 0.000365635260660537 0.485563626157194
"ENSG00000047410" "TPR" 1 186311652 186375693 1 1 1
"ENSG00000047457" "CP" 3 149162410 149221829 0.000116781444796963 0.00137644232281853 1
"ENSG00000047578" "KATNIP" 16 27550133 27780344 1 1 1
"ENSG00000047579" "DTNBP1" 6 15522807 15663058 1 1 1
"ENSG00000047617" "ANO2" 12 5531869 5946232 1 1 1
"ENSG00000047621" "FERRY3" 12 4487735 4538508 1 1 1
"ENSG00000047662" "FAM184B" 4 17629306 17781621 0.916899332017049 1 1
"ENSG00000047849" "MAP4" 3 47850690 48089272 1 1 1
"ENSG00000047932" "GOPC" 6 117560269 117602542 1 1 1
"ENSG00000047936" "ROS1" 6 117287353 117425942 1 1 1
"ENSG00000048028" "USP28" 11 113797874 113875572 1 1 1
"ENSG00000048052" "HDAC9" 7 18086949 19002416 0.0419567652188174 0.220950980934997 1
"ENSG00000048140" "TSPAN17" 5 176647387 176659054 1 1 1
"ENSG00000048162" "NOP16" 5 176383946 176388927 1 1 1
"ENSG00000048342" "CC2D2A" 4 15469865 15601552 0.00478583349269584 0.0353499925996512 1
"ENSG00000048392" "RRM2B" 8 102204502 102238961 1 1 1
"ENSG00000048405" "ZNF800" 7 127346790 127431924 1 1 1
"ENSG00000048462" "TNFRSF17" 16 11965210 11968068 1 1 1
"ENSG00000048471" "SNX29" 16 11976734 12574287 1 1 1
"ENSG00000048540" "LMO3" 12 16548372 16610594 0.00169304078285156 0.0144240890075088 1
"ENSG00000048544" "MRPS10" 6 42206694 42217861 1 1 1
"ENSG00000048545" "GUCA1A" 6 42173364 42181338 0.311649328733072 1 1
"ENSG00000048649" "RSF1" 11 77660009 77820869 1 1 1
"ENSG00000048707" "VPS13D" 1 12230030 12512047 1 1 1
"ENSG00000048740" "CELF2" 10 10798397 11336675 0.698562770207634 1 1
"ENSG00000048828" "FAM120A" 9 93451685 93566112 1 1 1
"ENSG00000048991" "R3HDM1" 2 135531455 135725270 1 1 1
"ENSG00000049089" "COL9A2" 1 40300489 40317813 0.597658545913498 1 1
"ENSG00000049130" "KITLG" 12 88492793 88580851 0.0920842906539229 0.423701281139554 1
"ENSG00000049167" "ERCC8" 5 60866454 60945073 1 1 1
"ENSG00000049192" "ADAMTS6" 5 65148738 65481920 0.0964317964370085 0.439355274978728 1
"ENSG00000049239" "H6PD" 1 9234774 9271337 1 1 1
"ENSG00000049245" "VAMP3" 1 7771296 7781432 1 1 1
"ENSG00000049246" "PER3" 1 7784291 7845177 0.942019410138564 1 1
"ENSG00000049247" "UTS2" 1 7843083 7853512 1 1 1
"ENSG00000049249" "TNFRSF9" 1 7915871 7943165 0.799041889467122 1 1
"ENSG00000049283" "EPN3" 17 50532682 50543750 0.218284803764568 0.847608297323477 1
"ENSG00000049323" "LTBP1" 2 32946953 33399509 5.69828759682553e-21 1.32898312476963e-17 1.06318649981571e-16
"ENSG00000049449" "RCN1" 11 32091074 32105722 1 1 1
"ENSG00000049540" "ELN" 7 74027789 74069907 1 1 1
"ENSG00000049541" "RFC2" 7 74231499 74254458 1 1 1
"ENSG00000049618" "ARID1B" 6 156776020 157210779 1 1 1
"ENSG00000049656" "CLPTM1L" 5 1317752 1345099 1 1 1
"ENSG00000049759" "NEDD4L" 18 58044226 58401540 2.19713256798233e-05 0.000313650340117937 0.409940994534143
"ENSG00000049860" "HEXB" 5 74640023 74722647 1 1 1
"ENSG00000049883" "PTCD2" 5 72320367 72368395 1 1 1
"ENSG00000050130" "JKAMP" 14 59484443 59505410 1 1 1
"ENSG00000050165" "DKK3" 11 11956207 12009769 0.930687071470924 1 1
"ENSG00000050327" "ARHGEF5" 7 144355288 144380632 0.113277909103696 0.501432794319516 1
"ENSG00000050344" "NFE2L3" 7 26152198 26187137 0.0954091861214379 0.435882613774189 1
"ENSG00000050393" "MCUR1" 6 13786557 13814568 1 1 1
"ENSG00000050405" "LIMA1" 12 50175788 50283520 0.780180132499035 1 1
"ENSG00000050426" "LETMD1" 12 51047962 51060424 1 1 1
"ENSG00000050438" "SLC4A8" 12 51391317 51515763 3.03434826517505e-09 1.21752408455131e-07 5.6614869931636e-05
"ENSG00000050555" "LAMC3" 9 131009174 131094473 0.00821372119114315 0.0561315678580642 1
"ENSG00000050628" "PTGER3" 1 70852353 71047816 0.0119025922779095 0.0766052317079117 1
"ENSG00000050730" "TNIP3" 4 121131408 121227466 0.0553757812779766 0.277816974209327 1
"ENSG00000050748" "MAPK9" 5 180233143 180292099 1 1 1
"ENSG00000050767" "COL23A1" 5 178237476 178590393 0.024805447564987 0.142231112682092 1
"ENSG00000050820" "BCAR1" 16 75228181 75268053 0.000322148918856264 0.0033782875549697 1
"ENSG00000051009" "FHIP1B" 11 6211345 6234711 1 1 1
"ENSG00000051108" "HERPUD1" 16 56932142 56944864 1 1 1
"ENSG00000051128" "HOMER3" 19 18929201 18941261 0.689339612240291 1 1
"ENSG00000051180" "RAD51" 15 40694774 40732340 1.01573246770427e-05 0.00015979373003732 0.189515363824262
"ENSG00000051341" "POLQ" 3 121431431 121545988 1.33307158692618e-10 7.49170170749055e-09 2.48724496688686e-06
"ENSG00000051382" "PIK3CB" 3 138652336 138834928 1 1 1
"ENSG00000051523" "CYBA" 16 88643275 88651083 1 1 1
"ENSG00000051596" "THOC3" 5 175917873 176034680 1 1 1
"ENSG00000051620" "HEBP2" 6 138403531 138422197 1 1 1
"ENSG00000051825" "MPHOSPH9" 12 123152320 123244014 1 1 1
"ENSG00000052126" "PLEKHA5" 12 19129669 19376400 0.00101649969647945 0.00920909462422683 1
"ENSG00000052344" "PRSS8" 16 31131433 31135727 0.0012010284417779 0.0106736793816198 1
"ENSG00000052723" "SIKE1" 1 114769479 114780685 1 1 1
"ENSG00000052749" "RRP12" 10 97356357 97426076 1 1 1
"ENSG00000052795" "FNIP2" 4 158769026 158908050 0.0348329711702285 0.188708936148119 1
"ENSG00000052802" "MSMO1" 4 165327667 165343164 1 1 1
"ENSG00000052841" "TTC17" 11 43358920 43494933 1 1 1
"ENSG00000052850" "ALX4" 11 44260440 44310139 4.85295897663004e-08 1.39088338841726e-06 0.000905465085859633
"ENSG00000053108" "FSTL4" 5 133196455 133612541 1.76872698063693e-10 9.67768563188382e-09 3.30009080047238e-06
"ENSG00000053254" "FOXN3" 14 89124871 89619149 1 1 1
"ENSG00000053328" "METTL24" 6 110243940 110358349 1 1 1
"ENSG00000053371" "AKR7A2" 1 19301991 19312144 1 1 1
"ENSG00000053372" "MRTO4" 1 19251805 19260128 1 1 1
"ENSG00000053438" "NNAT" 20 37521206 37523690 1 1 1
"ENSG00000053501" "USE1" 19 17215346 17220237 1 1 1
"ENSG00000053524" "MCF2L2" 3 183178041 183428778 0.00422219323499693 0.0315868810659875 1
"ENSG00000053702" "NRIP2" 12 2825348 2835544 1 1 1
"ENSG00000053747" "LAMA3" 18 23689453 23956222 0.969346111997124 1 1
"ENSG00000053770" "AP5M1" 14 57268924 57298742 1 1 1
"ENSG00000053900" "ANAPC4" 4 25377263 25418498 1 1 1
"ENSG00000053918" "KCNQ1" 11 2444654 2849105 0.0248980310092592 0.142674282116326 1
"ENSG00000054116" "TRAPPC3" 1 36136570 36156053 1 1 1
"ENSG00000054118" "THRAP3" 1 36224432 36305357 1 1 1
"ENSG00000054148" "PHPT1" 9 136848724 136851027 1 1 1
"ENSG00000054179" "ENTPD2" 9 137048107 137054061 0.000167979622816873 0.00190991090951689 1
"ENSG00000054219" "LY75" 2 159803355 159904756 1 1 1
"ENSG00000054267" "ARID4B" 1 235131634 235328219 1 1 1
"ENSG00000054277" "OPN3" 1 241590102 241677376 1.75081482343661e-10 9.60785381637656e-09 3.26667029756803e-06
"ENSG00000054282" "SDCCAG8" 1 243256034 243500091 1 1 1
"ENSG00000054356" "PTPRN" 2 219289623 219309648 1 1 1
"ENSG00000054392" "HHAT" 1 210328252 210676296 8.65217975971884e-11 5.25838338621610e-09 1.61432369956834e-06
"ENSG00000054523" "KIF1B" 1 10210570 10381603 1 1 1
"ENSG00000054598" "FOXC1" 6 1609915 1613897 0.00541205464046021 0.0392148021288181 1
"ENSG00000054611" "TBC1D22A" 22 46762617 47175699 1 1 1
"ENSG00000054654" "SYNE2" 14 63761899 64226433 0.855016418736452 1 1
